section_title,section_type,classification_label,code,descriptor,period,duration,variable1_label,variable1_code,variable1_descriptor,variable2_label,variable2_code,variable2_descriptor,value_type_description,value,value_label,decimals,confidentiality_indicator,confidentiality_label,final_indicator,final_label,last_updated_at_source
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,6,25-29 years,Study participation,2,Part-time study,Count,21.000000,,0,,,,,2024-10-22 13:28:34+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,6,25-29 years,Study participation,4,Not studying,Count,450.000000,,0,,,,,2024-10-22 13:28:34+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,1,0-4 years,Study participation,1,Full-time study,Percent,25.000000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,1,0-4 years,Study participation,2,Part-time study,Percent,7.900000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,1,0-4 years,Study participation,4,Not studying,Percent,67.100000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,2,5-9 years,Study participation,1,Full-time study,Percent,84.700000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,2,5-9 years,Study participation,2,Part-time study,Percent,1.200000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,2,5-9 years,Study participation,4,Not studying,Percent,13.300000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group for people aged 30 years and over,3,30-64 years,Study participation,1,Full-time study,Percent,3.200000,percent,1,,,,,2024-10-22 13:36:11+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,3,10-14 years,Study participation,1,Full-time study,Percent,89.100000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group for people aged 30 years and over,3,30-64 years,Study participation,2,Part-time study,Percent,3.900000,percent,1,,,,,2024-10-22 13:36:11+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,3,10-14 years,Study participation,2,Part-time study,Percent,0.800000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,3,10-14 years,Study participation,4,Not studying,Percent,10.100000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group for people aged 30 years and over,3,30-64 years,Study participation,4,Not studying,Percent,92.900000,percent,1,,,,,2024-10-22 13:36:11+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group for people aged 30 years and over,4,65 years and over,Study participation,1,Full-time study,Percent,1.000000,percent,1,,,,,2024-10-22 13:36:11+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,4,15-19 years,Study participation,1,Full-time study,Percent,54.900000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,4,15-19 years,Study participation,2,Part-time study,Percent,2.500000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group for people aged 30 years and over,4,65 years and over,Study participation,2,Part-time study,Percent,0.000000,percent,1,,,,,2024-10-22 13:36:11+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,4,15-19 years,Study participation,4,Not studying,Percent,42.200000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Life cycle age group for people aged 30 years and over,4,65 years and over,Study participation,4,Not studying,Percent,99.000000,percent,1,,,,,2024-10-22 13:36:11+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,5,20-24 years,Study participation,1,Full-time study,Percent,15.200000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,5,20-24 years,Study participation,2,Part-time study,Percent,3.300000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,5,20-24 years,Study participation,4,Not studying,Percent,81.400000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,6,25-29 years,Study participation,1,Full-time study,Percent,4.900000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,6,25-29 years,Study participation,2,Part-time study,Percent,4.300000,percent,1,,,,,2024-10-22 13:36:10+00
Study participation by age,,Ethnic group,37144,Tuvaluan,2023,Census,Five year age group to 29 years old,6,25-29 years,Study participation,4,Not studying,Percent,91.500000,percent,1,,,,,2024-10-22 13:36:10+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,0,No qualification,,,,Count,1086.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,1,Level 1 certificate,,,,Count,333.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,10,Doctorate degree,,,,Count,9.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,11,Overseas secondary school qualification,,,,Count,402.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,2,Level 2 certificate,,,,Count,453.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,3,Level 3 certificate,,,,Count,708.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,4,Level 4 certificate,,,,Count,300.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,5,Level 5 diploma,,,,Count,165.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,6,Level 6 diploma,,,,Count,84.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,7,Bachelor degree and Level 7 qualification,,,,Count,252.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,8,Post-graduate and honours degrees,,,,Count,57.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,9,Masters degree,,,,Count,54.000000,,0,,,,,2024-07-15 09:57:15+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,0,No qualification,,,,Percent,27.800000,percent,1,,,,,2024-07-15 09:57:33+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,1,Level 1 certificate,,,,Percent,8.500000,percent,1,,,,,2024-07-15 09:57:33+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,10,Doctorate degree,,,,Percent,0.200000,percent,1,,,,,2024-07-15 09:57:33+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,11,Overseas secondary school qualification,,,,Percent,10.300000,percent,1,,,,,2024-07-15 09:57:33+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,2,Level 2 certificate,,,,Percent,11.600000,percent,1,,,,,2024-07-15 09:57:33+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,3,Level 3 certificate,,,,Percent,18.200000,percent,1,,,,,2024-07-15 09:57:33+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,4,Level 4 certificate,,,,Percent,7.700000,percent,1,,,,,2024-07-15 09:57:33+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,5,Level 5 diploma,,,,Percent,4.200000,percent,1,,,,,2024-07-15 09:57:33+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,6,Level 6 diploma,,,,Percent,2.200000,percent,1,,,,,2024-07-15 09:57:33+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,7,Bachelor degree and Level 7 qualification,,,,Percent,6.500000,percent,1,,,,,2024-07-15 09:57:33+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,8,Post-graduate and honours degrees,,,,Percent,1.500000,percent,1,,,,,2024-07-15 09:57:33+00
Highest qualification,,Ethnic group,37144,Tuvaluan,2023,Census,Highest qualification,9,Masters degree,,,,Percent,1.400000,percent,1,,,,,2024-07-15 09:57:33+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,0,NZ born,Life cycle age group for people aged 15 years and over,2,15-29 years,Count,258.000000,,0,,,,,2024-08-09 11:54:56+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,0,NZ born,Life cycle age group for people aged 15 years and over,3,30-64 years,Count,147.000000,,0,,,,,2024-08-09 11:54:56+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,0,NZ born,Life cycle age group for people aged 15 years and over,4,65 years and over,Count,3.000000,,0,,,,,2024-08-09 11:54:56+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,1,Overseas born,Life cycle age group for people aged 15 years and over,2,15-29 years,Count,153.000000,,0,,,,,2024-08-09 11:54:56+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,1,Overseas born,Life cycle age group for people aged 15 years and over,3,30-64 years,Count,657.000000,,0,,,,,2024-08-09 11:54:56+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,1,Overseas born,Life cycle age group for people aged 15 years and over,4,65 years and over,Count,66.000000,,0,,,,,2024-08-09 11:54:56+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,0,NZ born,Life cycle age group for people aged 15 years and over,2,15-29 years,Percent,26.600000,percent,1,,,,,2024-08-09 12:01:28+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,0,NZ born,Life cycle age group for people aged 15 years and over,3,30-64 years,Percent,62.000000,percent,1,,,,,2024-08-09 12:01:28+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,0,NZ born,Life cycle age group for people aged 15 years and over,4,65 years and over,Percent,50.000000,percent,1,,,,,2024-08-09 12:01:28+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,1,Overseas born,Life cycle age group for people aged 15 years and over,2,15-29 years,Percent,25.100000,percent,1,,,,,2024-08-09 12:01:28+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,1,Overseas born,Life cycle age group for people aged 15 years and over,3,30-64 years,Percent,39.200000,percent,1,,,,,2024-08-09 12:01:28+00
Post-school qualification by age and birthplace,,Ethnic group,37144,Tuvaluan,2023,Census,Birthplace - NZ vs overseas born,1,Overseas born,Life cycle age group for people aged 15 years and over,4,65 years and over,Percent,24.200000,percent,1,,,,,2024-08-09 12:01:28+00
Family type,,Ethnic group,37144,Tuvaluan,2018,Census,Family type,1,Couple Without Children,,,,Count,201.000000,,0,,,,,2024-09-10 09:01:37+00
Family type,,Ethnic group,37144,Tuvaluan,2023,Census,Family type,1,Couple Without Children,,,,Count,414.000000,,0,,,,,2024-09-10 09:01:37+00
Family type,,Ethnic group,37144,Tuvaluan,2018,Census,Family type,2,Couple With Child(ren),,,,Count,2628.000000,,0,,,,,2024-09-10 09:01:37+00
Family type,,Ethnic group,37144,Tuvaluan,2023,Census,Family type,2,Couple With Child(ren),,,,Count,3975.000000,,0,,,,,2024-09-10 09:01:37+00
Family type,,Ethnic group,37144,Tuvaluan,2018,Census,Family type,3,One Parent With Child(ren),,,,Count,606.000000,,0,,,,,2024-09-10 09:01:37+00
Family type,,Ethnic group,37144,Tuvaluan,2023,Census,Family type,3,One Parent With Child(ren),,,,Count,966.000000,,0,,,,,2024-09-10 09:01:37+00
Family type,,Ethnic group,37144,Tuvaluan,2018,Census,Family type,1,Couple Without Children,,,,Percent,5.900000,percent,1,,,,,2024-09-10 09:08:23+00
Family type,,Ethnic group,37144,Tuvaluan,2023,Census,Family type,1,Couple Without Children,,,,Percent,7.700000,percent,1,,,,,2024-09-10 09:08:23+00
Family type,,Ethnic group,37144,Tuvaluan,2018,Census,Family type,2,Couple With Child(ren),,,,Percent,76.500000,percent,1,,,,,2024-09-10 09:08:23+00
Family type,,Ethnic group,37144,Tuvaluan,2023,Census,Family type,2,Couple With Child(ren),,,,Percent,74.200000,percent,1,,,,,2024-09-10 09:08:23+00
Family type,,Ethnic group,37144,Tuvaluan,2018,Census,Family type,3,One Parent With Child(ren),,,,Percent,17.600000,percent,1,,,,,2024-09-10 09:08:23+00
Family type,,Ethnic group,37144,Tuvaluan,2023,Census,Family type,3,One Parent With Child(ren),,,,Percent,18.000000,percent,1,,,,,2024-09-10 09:08:23+00
Household composition,,Ethnic group,37144,Tuvaluan,2023,Census,Household composition,1,One-family household (with or without other people),,,,Count,3855.000000,,0,,,,,2024-09-10 09:12:23+00
Household composition,,Ethnic group,37144,Tuvaluan,2023,Census,Household composition,2,Two-family household (with or without other people),,,,Count,1530.000000,,0,,,,,2024-09-10 09:12:23+00
Household composition,,Ethnic group,37144,Tuvaluan,2023,Census,Household composition,3,Three or more family household (with or without other people),,,,Count,408.000000,,0,,,,,2024-09-10 09:12:23+00
Household composition,,Ethnic group,37144,Tuvaluan,2023,Census,Household composition,4,Other multi-person household,,,,Count,132.000000,,0,,,,,2024-09-10 09:12:23+00
Household composition,,Ethnic group,37144,Tuvaluan,2023,Census,Household composition,5,One-person household,,,,Count,66.000000,,0,,,,,2024-09-10 09:12:23+00
Household composition,,Ethnic group,37144,Tuvaluan,2023,Census,Household composition,1,One-family household (with or without other people),,,,Percent,64.300000,percent,1,,,,,2024-09-10 09:16:14+00
Household composition,,Ethnic group,37144,Tuvaluan,2023,Census,Household composition,2,Two-family household (with or without other people),,,,Percent,25.500000,percent,1,,,,,2024-09-10 09:16:14+00
Household composition,,Ethnic group,37144,Tuvaluan,2023,Census,Household composition,3,Three or more family household (with or without other people),,,,Percent,6.800000,percent,1,,,,,2024-09-10 09:16:14+00
Household composition,,Ethnic group,37144,Tuvaluan,2023,Census,Household composition,4,Other multi-person household,,,,Percent,2.200000,percent,1,,,,,2024-09-10 09:16:14+00
Household composition,,Ethnic group,37144,Tuvaluan,2023,Census,Household composition,5,One-person household,,,,Percent,1.100000,percent,1,,,,,2024-09-10 09:16:14+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,11,Parent (other than grandparent) and spouse/partner in a family nucleus,,,,Count,1464.000000,,0,,,,,2024-08-15 12:02:58+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,12,Grandparent in a parent role and spouse/partner in a family nucleus,,,,Count,54.000000,,0,,,,,2024-08-15 12:02:58+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,21,Sole parent (other than sole grandparent) in a family nucleus,,,,Count,249.000000,,0,,,,,2024-08-15 12:02:58+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,22,Sole grandparent in a parent role in a family nucleus,,,,Count,6.000000,,0,,,,,2024-08-15 12:02:58+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,31,Spouse/partner only in a family nucleus,,,,Count,408.000000,,0,,,,,2024-08-15 12:02:58+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,41,"Child in a family nucleus (birth/biological, step, adopted and foster parent)",,,,Count,3045.000000,,0,,,,,2024-08-15 12:02:58+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,42,Child in a family nucleus (other parent),,,,Count,81.000000,,0,,,,,2024-08-15 12:02:58+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,51,Person under 15 in a household of people under 15,,,,Count,0.000000,,0,,,,,2024-08-15 12:02:58+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,52,Other person not in a family nucleus,,,,Count,549.000000,,0,,,,,2024-08-15 12:02:58+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,53,Person living alone,,,,Count,66.000000,,0,,,,,2024-08-15 12:02:58+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,11,Parent (other than grandparent) and spouse/partner in a family nucleus,,,,Percent,24.700000,percent,1,,,,,2024-08-15 12:12:14+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,12,Grandparent in a parent role and spouse/partner in a family nucleus,,,,Percent,0.900000,percent,1,,,,,2024-08-15 12:12:14+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,21,Sole parent (other than sole grandparent) in a family nucleus,,,,Percent,4.200000,percent,1,,,,,2024-08-15 12:12:14+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,22,Sole grandparent in a parent role in a family nucleus,,,,Percent,0.100000,percent,1,,,,,2024-08-15 12:12:14+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,31,Spouse/partner only in a family nucleus,,,,Percent,6.900000,percent,1,,,,,2024-08-15 12:12:14+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,41,"Child in a family nucleus (birth/biological, step, adopted and foster parent)",,,,Percent,51.400000,percent,1,,,,,2024-08-15 12:12:14+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,42,Child in a family nucleus (other parent),,,,Percent,1.400000,percent,1,,,,,2024-08-15 12:12:14+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,51,Person under 15 in a household of people under 15,,,,Percent,0.000000,percent,1,,,,,2024-08-15 12:12:14+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,52,Other person not in a family nucleus,,,,Percent,9.300000,percent,1,,,,,2024-08-15 12:12:14+00
Individual's role in family nucleus,,Ethnic group,37144,Tuvaluan,2023,Census,Individual's role in family nucleus,53,Person living alone,,,,Percent,1.100000,percent,1,,,,,2024-08-15 12:12:14+00
Number of families and households,,Ethnic group,37144,Tuvaluan,2018,Census,Families or households,F,Families,,,,Count,1134.000000,,0,,,,,2024-09-10 09:16:59+00
Number of families and households,,Ethnic group,37144,Tuvaluan,2023,Census,Families or households,F,Families,,,,Count,1746.000000,,0,,,,,2024-09-10 09:16:59+00
Number of families and households,,Ethnic group,37144,Tuvaluan,2018,Census,Families or households,H,Households,,,,Count,1119.000000,,0,,,,,2024-09-10 09:17:55+00
Number of families and households,,Ethnic group,37144,Tuvaluan,2023,Census,Families or households,H,Households,,,,Count,1713.000000,,0,,,,,2024-09-10 09:17:55+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2018,Census,Individual home ownership,1,Hold in a family trust,,,,Count,78.000000,,0,,,,,2024-08-20 14:13:51+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2023,Census,Individual home ownership,1,Hold in a family trust,,,,Count,126.000000,,0,,,,,2024-08-20 14:13:51+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2018,Census,Individual home ownership,2,Own or partly own,,,,Count,183.000000,,0,,,,,2024-08-20 14:13:51+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2023,Census,Individual home ownership,2,Own or partly own,,,,Count,369.000000,,0,,,,,2024-08-20 14:13:51+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2018,Census,Individual home ownership,3,Do not own and do not hold in a family trust,,,,Count,1725.000000,,0,,,,,2024-08-20 14:13:51+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2023,Census,Individual home ownership,3,Do not own and do not hold in a family trust,,,,Count,3426.000000,,0,,,,,2024-08-20 14:13:51+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2018,Census,Individual home ownership,1,Hold in a family trust,,,,Percent,3.900000,percent,1,,,,,2024-08-20 14:14:50+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2023,Census,Individual home ownership,1,Hold in a family trust,,,,Percent,3.200000,percent,1,,,,,2024-08-20 14:14:50+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2018,Census,Individual home ownership,2,Own or partly own,,,,Percent,9.200000,percent,1,,,,,2024-08-20 14:14:50+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2023,Census,Individual home ownership,2,Own or partly own,,,,Percent,9.400000,percent,1,,,,,2024-08-20 14:14:50+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2018,Census,Individual home ownership,3,Do not own and do not hold in a family trust,,,,Percent,86.700000,percent,1,,,,,2024-08-20 14:14:50+00
Individual home ownership,,Ethnic group,37144,Tuvaluan,2023,Census,Individual home ownership,3,Do not own and do not hold in a family trust,,,,Percent,87.400000,percent,1,,,,,2024-08-20 14:14:50+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,1,Owned,Life cycle age group,1,Under 15 years,Count,327.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,1,Owned,Life cycle age group,2,15-29 years,Count,279.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,1,Owned,Life cycle age group,3,30-64 years,Count,384.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,1,Owned,Life cycle age group,4,65 years and over,Count,69.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,2,Not owned,Life cycle age group,1,Under 15 years,Count,1830.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,2,Not owned,Life cycle age group,2,15-29 years,Count,1404.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,2,Not owned,Life cycle age group,3,30-64 years,Count,1485.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,2,Not owned,Life cycle age group,4,65 years and over,Count,213.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,3,In family trust,Life cycle age group,1,Under 15 years,Count,54.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,3,In family trust,Life cycle age group,2,15-29 years,Count,39.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,3,In family trust,Life cycle age group,3,30-64 years,Count,66.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,3,In family trust,Life cycle age group,4,65 years and over,Count,12.000000,,0,,,,,2024-09-10 09:22:46+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,1,Owned,Life cycle age group,1,Under 15 years,Percent,14.800000,percent,1,,,,,2024-09-10 09:28:24+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,1,Owned,Life cycle age group,2,15-29 years,Percent,16.200000,percent,1,,,,,2024-09-10 09:28:24+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,1,Owned,Life cycle age group,3,30-64 years,Percent,19.800000,percent,1,,,,,2024-09-10 09:28:24+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,1,Owned,Life cycle age group,4,65 years and over,Percent,23.700000,percent,1,,,,,2024-09-10 09:28:24+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,2,Not owned,Life cycle age group,1,Under 15 years,Percent,82.700000,percent,1,,,,,2024-09-10 09:28:24+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,2,Not owned,Life cycle age group,2,15-29 years,Percent,81.500000,percent,1,,,,,2024-09-10 09:28:24+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,2,Not owned,Life cycle age group,3,30-64 years,Percent,76.700000,percent,1,,,,,2024-09-10 09:28:24+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,2,Not owned,Life cycle age group,4,65 years and over,Percent,73.200000,percent,1,,,,,2024-09-10 09:28:24+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,3,In family trust,Life cycle age group,1,Under 15 years,Percent,2.400000,percent,1,,,,,2024-09-10 09:28:24+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,3,In family trust,Life cycle age group,2,15-29 years,Percent,2.300000,percent,1,,,,,2024-09-10 09:28:24+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,3,In family trust,Life cycle age group,3,30-64 years,Percent,3.400000,percent,1,,,,,2024-09-10 09:28:24+00
Tenure of household by age,,Ethnic group,37144,Tuvaluan,2023,Census,Tenure of household,3,In family trust,Life cycle age group,4,65 years and over,Percent,4.100000,percent,1,,,,,2024-09-10 09:28:24+00
Access to basic amenities,,Ethnic group,37144,Tuvaluan,2023,Census,Access to basic amenities,0,None of these,,,,Count,147.000000,,0,,,,,2024-09-10 09:37:09+00
Access to basic amenities,,Ethnic group,37144,Tuvaluan,2023,Census,Access to basic amenities,1,Cooking facilities,,,,Count,5160.000000,,0,,,,,2024-09-10 09:37:09+00
Access to basic amenities,,Ethnic group,37144,Tuvaluan,2023,Census,Access to basic amenities,2,Tap water that is safe to drink,,,,Count,4911.000000,,0,,,,,2024-09-10 09:37:09+00
